Timestamp [us],RTC Count,Notes,CPU all [%],CPU 0 [%],CPU 1 [%],CPU 2 [%],CPU 3 [%],Audio SPI CPU,Audio Write CPU,ECG GetData CPU,ECG WriteData CPU,IMU CPU,Light CPU,PressureTemp CPU,BoardTemp CPU,Bat CPU,Recovery CPU,FSM CPU,Commands CPU,SysMonitor CPU,GoPros CPU,RAM Free [B],RAM Free [%],Virtual Memory Used [B],Virtual Memory Used [%]
1678380427395440,-1,Restarted! | ,9.80,25.00,14.29,7.69,0.00,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,201695232,5.07,3776978944,92.49
1678380432395518,-1,,7.10,10.91,4.23,3.01,10.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,201420800,5.06,3777253376,92.50
1678380437395628,-1,,4.55,8.32,1.01,2.02,7.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,201420800,5.06,3777253376,92.50
1678380442395695,-1,,6.00,6.69,3.95,2.01,11.40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,201420800,5.06,3777253376,92.50
1678380447395774,-1,,8.09,11.90,0.40,5.43,14.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,201527296,5.07,3777146880,92.50
1678380452395841,-1,,5.65,9.60,1.40,2.61,9.34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,201420800,5.06,3777253376,92.50
1678380457395909,-1,,5.85,8.05,6.37,1.61,7.39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,201527296,5.07,3777146880,92.50
1678380462395987,-1,,7.06,11.48,3.61,7.23,6.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,201015296,5.05,3777658880,92.51
1678380467396052,-1,,5.92,10.80,2.01,4.02,6.64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,207724544,5.22,3770949632,92.35
1678380472396120,-1,,15.03,12.68,4.91,7.40,34.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,168558592,4.24,3810115584,93.30
1678380477396187,-1,,8.61,7.20,1.61,2.64,22.80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,205975552,5.18,3772698624,92.39
1678380482396265,-1,,8.17,11.27,3.41,9.18,8.70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,206290944,5.18,3772383232,92.38
1678380487396330,-1,,5.06,5.74,0.40,10.10,4.39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,205774848,5.17,3772899328,92.39
1678380492396396,-1,,6.92,9.68,1.81,14.26,1.81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,205029376,5.15,3773644800,92.41
1678380497396465,-1,,5.56,8.84,2.80,1.00,9.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,204255232,5.13,3774418944,92.43
1678380502396546,-1,,7.92,11.02,3.04,3.02,14.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,203509760,5.12,3775164416,92.45
1678380507396611,-1,,5.34,7.69,4.19,1.01,8.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,203255808,5.11,3775418368,92.45
1678380512396662,-1,,4.77,8.69,2.02,5.21,3.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,203255808,5.11,3775418368,92.45
1678380517396746,-1,,8.53,11.87,6.02,4.44,11.58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,203513856,5.12,3775160320,92.45
1678380522396812,-1,,5.01,5.94,1.41,4.00,8.70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,203513856,5.12,3775160320,92.45
1678380527396894,-1,,8.55,10.88,14.49,1.20,7.68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,203255808,5.11,3775418368,92.45
1678380532396960,-1,,5.35,8.16,6.65,1.00,6.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,203284480,5.11,3775389696,92.45
1678380537397026,-1,,6.14,11.52,3.01,3.41,6.39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,203284480,5.11,3775389696,92.45
1678380542397093,-1,,5.91,7.54,3.41,2.82,9.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,202768384,5.10,3775905792,92.47
1678380547397158,-1,,4.47,7.88,6.61,0.00,3.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,202768384,5.10,3775905792,92.47
1678380552397236,-1,,7.31,11.84,3.02,4.81,9.80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,201994240,5.08,3776679936,92.49
1678380557397301,-1,,5.84,10.28,6.41,1.81,4.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,199671808,5.02,3779002368,92.54
1678380562397340,-1,,5.02,8.48,3.59,7.04,1.00,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,201486336,5.06,3777187840,92.50
1678380567397407,-1,,4.62,6.94,1.40,6.21,3.80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,201486336,5.06,3777187840,92.50
1678380572397443,-1,,6.55,7.76,14.37,1.21,3.02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,201486336,5.06,3777187840,92.50
1678380577397521,-1,,6.04,10.53,1.82,1.81,10.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,201486336,5.06,3777187840,92.50
1678380582397590,-1,,4.56,8.02,4.25,0.81,5.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,202002432,5.08,3776671744,92.49
1678380666083705,-1,Restarted! | ,8.16,30.77,0.00,0.00,0.00,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,192401408,4.84,3786272768,92.72
1678380671084040,-1,,5.53,8.47,1.00,4.96,7.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,191791104,4.82,3786883072,92.74
1678380676084105,-1,,4.54,8.02,1.21,4.37,4.63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,191889408,4.82,3786784768,92.73
1678380681084170,-1,,4.51,8.08,5.58,0.00,4.41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,191889408,4.82,3786784768,92.73
1678380686084246,-1,,4.91,10.64,6.00,2.02,1.00,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,191918080,4.82,3786756096,92.73
1678380691084358,-1,,7.89,11.84,6.83,1.40,11.68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,191918080,4.82,3786756096,92.73
1678380696084423,-1,,5.33,8.91,1.81,2.21,8.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,191918080,4.82,3786756096,92.73
1678380701084490,-1,,5.11,10.44,1.81,3.79,4.60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,192114688,4.83,3786559488,92.73
1678380706084572,-1,,6.75,11.81,7.80,2.82,4.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,192233472,4.83,3786440704,92.72
1678380711084639,-1,,5.20,9.13,6.24,1.61,3.63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,192233472,4.83,3786440704,92.72
1678380716084720,-1,,6.52,10.68,8.18,4.63,2.84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,191746048,4.82,3786928128,92.74
1678380721084807,-1,,20.81,12.98,11.47,5.52,52.50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,148484096,3.73,3830190080,93.80
1678380726084873,-1,,8.19,9.48,10.02,1.41,12.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,193986560,4.88,3784687616,92.68
1678380731084938,-1,,7.70,9.98,14.03,4.41,2.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,193695744,4.87,3784978432,92.69
1678380736085019,-1,,6.02,10.18,5.99,3.00,4.98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,193556480,4.86,3785117696,92.69
1678380741085084,-1,,6.13,12.77,6.83,1.21,3.64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,193708032,4.87,3784966144,92.69
1678380746085149,-1,,7.01,11.93,10.58,2.40,3.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,193585152,4.87,3785089024,92.69
1678380751085222,-1,,6.07,9.48,1.80,7.65,5.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,193355776,4.86,3785318400,92.70
1678380756085285,-1,,4.90,8.98,3.21,5.63,2.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,193642496,4.87,3785031680,92.69
1678380761085350,-1,,8.19,11.66,0.20,12.65,8.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,193671168,4.87,3785003008,92.69
1678380766085435,-1,,5.87,9.40,3.78,3.77,6.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,193671168,4.87,3785003008,92.69
1678380771085499,-1,,5.54,8.67,10.48,1.80,1.41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,193441792,4.86,3785232384,92.70
1678380776085579,-1,,3.81,7.14,3.41,3.39,1.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,193441792,4.86,3785232384,92.70
1678398258798812,-1,Restarted! | ,18.87,28.57,23.08,15.38,7.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,110661632,2.78,3868012544,94.72
1678398263799079,-1,,16.99,17.21,14.08,32.54,3.98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,134217728,3.37,3844456448,94.15
1678398268799144,-1,,6.27,9.98,6.40,5.84,3.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,134217728,3.37,3844456448,94.15
1678398273799210,-1,,6.29,9.29,5.86,8.63,1.41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,133988352,3.37,3844685824,94.15
1678398278799288,-1,,6.15,10.45,8.65,4.37,1.60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,133988352,3.37,3844685824,94.15
1678398352240747,-1,Restarted! | ,13.46,30.77,8.33,7.69,7.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,110362624,2.77,3868311552,94.73
1678398357240837,-1,,47.18,51.31,47.75,43.36,45.70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,106012672,2.66,3872661504,94.84
1678398362240907,-1,,48.48,52.52,39.58,53.31,48.40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,103432192,2.60,3875241984,94.90
1678398367241292,-1,,51.64,56.42,61.59,43.06,45.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,100216832,2.52,3878457344,94.98
1678398453977778,-1,Restarted! | ,19.23,30.77,23.08,16.67,14.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,96038912,2.41,3882635264,95.08
1678398458978149,-1,,44.15,49.80,42.03,41.67,42.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,90247168,2.27,3888427008,95.22
1678398463978246,-1,,46.12,44.86,43.15,48.08,48.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,88084480,2.21,3890589696,95.28
1678398468978321,-1,,42.69,45.62,48.28,37.68,39.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,85327872,2.14,3893346304,95.34
1678398522457848,-1,Restarted! | ,13.46,35.71,7.69,15.38,7.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,91627520,2.30,3887046656,95.19
1678398527457924,-1,,48.64,52.23,47.61,48.36,46.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,88514560,2.22,3890159616,95.26
1678398532457994,-1,,45.31,42.28,54.07,52.46,32.35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,86355968,2.17,3892318208,95.32
1678398537458072,-1,,37.74,39.76,42.57,35.58,33.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,88084480,2.21,3890589696,95.28
1678398564286912,-1,Restarted! | ,6.12,16.67,7.69,7.69,0.00,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,100139008,2.52,3878535168,94.98
1678398569286976,-1,,45.21,45.31,55.26,40.78,39.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,92483584,2.32,3886190592,95.17
1678398574287165,-1,,44.89,40.21,31.13,49.70,58.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,87359488,2.20,3891314688,95.29
1678398579287500,-1,,21.61,23.30,24.19,18.83,20.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,87965696,2.21,3890708480,95.28
1678398632666483,-1,Restarted! | ,11.76,25.00,14.29,0.00,15.38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,101351424,2.55,3877322752,94.95
1678398637666560,-1,,45.32,50.51,41.72,49.70,39.26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,94412800,2.37,3884261376,95.12
1678398642666631,-1,,48.31,49.69,61.16,43.67,38.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,91631616,2.30,3887042560,95.19
1678398647666700,-1,,27.17,28.54,22.72,25.25,32.26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,90349568,2.27,3888324608,95.22
1678398696084216,-1,Restarted! | ,16.98,30.77,7.14,23.08,20.00,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,109367296,2.75,3869306880,94.75
1678398704095704,-1,Restarted! | ,17.31,35.71,7.14,30.77,7.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,95969280,2.41,3882704896,95.08
1678398709095804,-1,,45.62,51.43,42.48,44.06,44.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,91996160,2.31,3886678016,95.18
1678398714095946,-1,,46.55,40.62,52.47,59.23,33.68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,89964544,2.26,3888709632,95.23
1678398719096049,-1,,36.83,33.20,41.21,36.38,36.53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,88932352,2.24,3889741824,95.25
1678398724096116,-1,,50.56,43.41,64.37,48.16,46.30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,86507520,2.17,3892166656,95.31
1678398729096257,-1,,19.85,21.49,17.87,25.30,15.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,90148864,2.27,3888525312,95.22
1678398734096305,-1,,7.55,8.74,3.00,2.61,15.38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,89919488,2.26,3888754688,95.23
1678398739096384,-1,,37.43,39.43,42.71,33.87,33.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,90701824,2.28,3887972352,95.21
1678398744096463,-1,,50.56,47.86,58.52,58.28,37.40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,88141824,2.22,3890532352,95.27
1678398749096530,-1,,48.57,42.13,55.10,36.94,60.20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,89100288,2.24,3889573888,95.25
1678398754096597,-1,,47.07,45.57,48.97,43.27,50.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,85172224,2.14,3893501952,95.35
1678398759096672,-1,,49.39,46.25,64.79,55.72,30.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,86519808,2.17,3892154368,95.31
1678398764096741,-1,,55.40,49.48,63.78,50.10,57.76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,86216704,2.17,3892457472,95.32
1678398769096820,-1,,48.04,45.19,48.78,48.57,49.80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,88629248,2.23,3890044928,95.26
1678398774097644,-1,,68.62,60.41,82.47,57.26,74.17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,86786048,2.18,3891888128,95.31
1678398779097711,-1,,57.35,54.77,59.08,64.97,50.51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,131022848,3.29,3847651328,94.22
1678398784097795,-1,,52.20,56.22,53.96,40.45,58.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,126394368,3.18,3852279808,94.34
1678398789097867,-1,,42.59,35.98,47.34,42.08,44.78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,124493824,3.13,3854180352,94.38
1678398794097939,-1,,51.73,55.31,52.32,39.09,60.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,123547648,3.11,3855126528,94.41
1678398799098206,-1,,51.82,41.68,63.47,54.62,47.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,120877056,3.04,3857797120,94.47
1678398804098301,-1,,47.16,51.73,50.51,45.12,41.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,119074816,2.99,3859599360,94.52
1678398809098370,-1,,50.69,43.80,58.25,63.10,37.78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,116289536,2.92,3862384640,94.58
1678399281393283,-1,Restarted! | ,14.29,25.00,0.00,16.67,14.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,95162368,2.39,3883511808,95.10
1678399286393360,-1,,46.53,53.82,42.71,45.59,43.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,92262400,2.32,3886411776,95.17
1678399291393426,-1,,45.11,38.17,41.13,58.04,43.39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,90406912,2.27,3888267264,95.22
1678399296393624,-1,,37.21,39.31,30.77,32.18,46.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,88891392,2.23,3889782784,95.26
1678399301393708,-1,,46.09,41.04,33.20,61.32,48.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,88006656,2.21,3890667520,95.28
1678399306393773,-1,,12.05,14.23,9.49,18.40,6.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,85790720,2.16,3892883456,95.33
1678399311393838,-1,,4.90,7.43,4.98,4.62,2.40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,85790720,2.16,3892883456,95.33
1678399316393906,-1,,36.03,40.94,36.62,33.20,33.60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,86974464,2.19,3891699712,95.30
1678399321393991,-1,,48.38,50.00,60.80,49.49,33.40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,90361856,2.27,3888312320,95.22
1678399852587469,-1,Restarted! | ,10.20,33.33,7.69,16.67,7.14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,104751104,2.63,3873923072,94.87
1678399857587540,-1,,45.34,51.87,40.95,41.68,46.37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,103542784,2.60,3875131392,94.90
1678399862587612,-1,,34.30,38.27,35.66,28.81,34.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,104402944,2.62,3874271232,94.88
1678399867587691,-1,,26.81,31.57,23.63,24.08,27.68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,103124992,2.59,3875549184,94.91
1678399872587751,-1,,38.12,37.07,48.48,37.25,29.65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,101711872,2.56,3876962304,94.94
1678399877587780,-1,,7.15,9.15,9.66,2.81,7.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,101482496,2.55,3877191680,94.95
